code,name,shortName,detailLevel,termType,parentCode,order,reportable
A0BRY,Products of the ice-cream industry (feed),,C,g,A0BRR,5,true
A0BRZ,Products and by products from processing fresh fruits and vegetables (feed),,C,g,A0BRR,6,true
A0BZ2,Fermented milk (as part-nature),,C,f,A06AY,3,true
A0BZN,Pressing,,C,f,A07MB,3,true
A0C06,Oil production - mechanical cold,,E,f,A0C02,1,true
A0C0C,Spray drying,,E,f,A07KG,3,true
A0C0D,Gravitational separation,,E,f,A0EKQ,2,true
A0C0H,Melting,,E,f,A0C0J,2,true
A0C64,Groups for different domains but not all,,H,g,A0C61,2,true
A0C6E,Cheesemaking,,C,f,A0BZZ,3,true
A0C6Q,Intensive production,,F,f,A0B9A,12,true
A0C8H,Laboratory animals,,F,f,A0C8A,10,true
A0C8Q,During rearing period,,F,f,A0C8K,3,true
A0C8X,Young mammal less than 1 year old,,F,f,A0C8J,1,true
A0CEB,Jelly,,F,f,A0B8Z,2,true
A0CEX,Plasma (as part-nature),,F,f,A0CEG,4,true
A0CJC,Fat-related info,,F,f,A0B93,1,true
A04GZ,Groups for pesticides,,H,g,A0C61,4,true
A04JD,Root and tuber vegetables,,H,r,A0ETD,1,true
A04KQ,Groups for exposure view,,H,g,A0C61,3,true
A01VN,Hare fresh fat tissue,,C,r,A0F3G,11,true
A04BR,Asses-mules-hinnies meat preparations,,H,s,A049D,5,true
A0C16,"FA-17.1 Food supplements supplied in a solid form including capsules and tablets and similar forms, excluding chewable forms",,F,f,A0C17,1,true
A0C23,FA-13.2 Dietary foods for special medical purposes defined in Directive 1999/21/EC (excluding products from food category 13.1.5),,F,f,A0C2C,2,true
A0C33,FA-10.2 Processed eggs and egg products,,F,f,A0C35,2,true
A0C36,FA-09.3 Fish roe,,F,f,A0C3B,3,true
A0C37,FA-09.2 Processed fish and fishery products including mollusks and crustaceans,,F,f,A0C3B,2,true
A0C3L,FA-08.2 Meat preparations as defined by Regulation (EC) No 853/2004,,F,f,A0C3P,2,true
A0C3Q,FA-07.2 Fine bakery wares,,F,f,A0C3V,2,true
A0C3T,FA-07.1 Bread and rolls,,F,f,A0C3V,1,true
A0C58,FA-02.1 Fats and oils essentially free from water (excluding anhydrous milkfat),,F,f,A0C59,1,true
A0CET,Urine (as part-nature),,F,f,A0CEG,1,true
A06JL,Liquid,,F,f,A0B8Z,4,true
A05PF,Peppermint (as plant),,E,n,A05PD,2,true
A05PG,Spearmint (as plant),,E,n,A05PD,1,true
A05QL,Sugar cane (as plant),,E,n,A05QJ,2,true
A05QM,"Sorghum, sweet (as plant)",,E,n,A05AE,2,true
A05TE,Cumin (as plant),,E,n,A05SV,11,true
A05TS,Peppercorns (as plant),,E,n,A05TJ,6,true
A05VE,Spices roots or rhizomes (as plant),,E,n,A05ST,4,true
A05YQ,Grapes (as plant),,E,n,A05YP,1,true
A062D,Date (as plant),,E,n,A061Q,1,true
A065J,Coffee (as plant),,E,n,A065G,1,true
A065L,Guarana (as plant),,E,n,A065G,8,true
A065M,Cupuaçu (as plant),,E,n,A065G,2,true
A0B6K,Gracilaria seaweeds (as organism),,E,n,A05MK,2,true
A0CJT,Anabaena flosaquae (as organism),,E,n,A0CJV,1,true
A0CKZ,Eurasian watermilfoil (as plant),,E,n,A0CKY,1,true
A0CNR,Crab-eating macaque (as animal),,E,n,A0CNP,1,true
A0CPB,Bacillariophyta (as organism),,H,n,A0CPA,1,true
A0CPG,Saccharomycetales (as organism),,E,n,A05RR,3,true
A0CPX,Enterobacteriaceae (as organism),,E,n,A0CPV,1,true
A0CTQ,Peccari (collared) (as animal),,E,n,A0F1X,4,true
A00SE,Other Stem vegetables,,C,r,A00RR,10,true
A017P,"Tansy and related species, dry",,C,d,A016T,18,true
A01AN,Other Bud spices,,P,r,A01AK,3,true
A047T,Antioxidant,,C,d,A047R,2,true
A04BL,Asses-mules-hinnies carcase,,C,r,A049G,1,true
A04CH,Deer msm,,E,r,A0F3H,8,true
A04DQ,Chicken carcase,,C,r,A04DG,1,true
A04EJ,Duck carcase,,C,r,A04DG,2,true
A04SJ,Bullfrog (as animal),,E,n,A04SH,1,true
A056Q,Reindeer (as animal),,E,n,A056M,4,true
A057F,Pig (as animal),,E,n,A0F1X,1,true
A059B,Palmer's amaranth (as plant),,E,n,A059A,1,true
A059N,"Millet, finger (as plant)",,E,n,A059J,1,true
A05AY,Cauliflower (as plant),,E,n,A05AS,2,true
A05DA,"Cucurbits, edible peel (as plant)",,E,n,A05CZ,1,true
A05EL,"Endive, curled (as plant)",,E,n,A05EJ,2,true
A05FB,Rutabaga greens (as plant),,E,n,A05EY,3,true
A05FY,Goosefoot (as plant),,E,n,A05FX,2,true
A01XY,Poultry liver,,P,r,A01XD,2,true
A021Z,Poultry other slaughtering products,,P,r,A020P,2,true
A033H,Other polyols,,E,d,A032Z,4,true
A00JL,Cucurbits with edible peel,,P,r,A00HN,2,true
A069L,Offal and other slaughtering products (as part-nature),,H,f,A069D,5,true
A06EJ,Confectionery (as part-nature),,H,f,A06CL,3,true
A0B95,Process,,F,f,A0B8V,2,true
A0BT6,Piglets (weaning diets) / Complete feed (feed),,C,c,A0BT1,5,true
A0BTQ,Ostrich / Complete feed (feed),,C,c,A0BT1,23,true
A0BV9,Lactating sows / Complementary feed (feed),,C,c,A0BV1,11,true
A0BVM,Ducks / Complementary feed (feed),,C,c,A0BV1,25,true
A0BXV,Primary products derived from plant commodities,,H,g,A0B6Z,2,true
A0BXY,Microbiological or enzymatic ingredients,,H,g,A0BXX,8,true
A04GT,Undefined mixed fresh meat / fat tissue,,H,s,A049D,151,true
A04JB,"Seeds (coffee, cocoa and similar) used for infusions or hot drinks",,M,r,A0ETB,6,true
A04KP,Groups only in the master hierarchy because dismissed-not in use,,H,g,A0C61,5,true
A039B,Fat emulsions and blended fats,,H,g,A036M,2,true
A02QM,Skyr,,E,d,A02QF,8,true
A077N,< 0.1 % alcohol v/v,,F,f,A0B94,1,true
A09HK,"Guitarfishes, etc. (generic) (as animal)",,P,n,A052L,1,true
A09MA,"Alfonsinos, etc. (generic) (as animal)",,P,n,A0P0P,2,true
A09QQ,Largehead hairtail (as animal),,E,n,A09QJ,1,true
A09R9,Atlantic saury (as animal),,E,n,A09R8,1,true
A09SB,Argentines (generic) (as animal),,P,n,A0H2F,5,true
A09V3,Atlantic sailfish (as animal),,E,n,A09V2,2,true
A0829,Cactus roach (as animal),,E,n,A0828,9,true
A084N,Chondrostoma soetta (as animal),,E,n,A084L,4,true
A0857,Huchen (as animal),,E,n,A0856,2,true
A085A,Southern ninespine stickleback (as animal),,E,n,A0858,2,true
A08VD,"Needlefishes, etc. (generic) (as animal)",,P,n,A0CMZ,1,true
A098M,Birdbeak dogfish (as animal),,E,n,A098J,1,true
A05YC,Tangelo (as plant),,E,n,A05VV,2,true
A062T,"Persimmon, chinese (as plant)",,E,n,A061Q,7,true
A0B80,Murex shells (generic) (as animal),,P,n,A054Q,5,true
A0BSK,Dextrin,,C,d,A0DPT,2,true
A0BY9,Processed or preserved legumes,,H,d,A0BXV,3,true
A0CGS,Caraway fruit and similar-,,C,r,A018Q,3,true
A0CGX,Ginger roots and similar-,,C,r,A019Z,2,true
A0CSM,Cake pre-mixes (dry),,C,s,A0CSK,2,true
A00PM,Jack beans (with pods),,E,r,A00PC,7,true
A00PT,Rice beans (with pods),,E,r,A00PC,12,true
A00PV,Black eyed peas (with pods),,E,r,A00PC,2,true
A00PZ,Chickpeas (with pods),,E,r,A00PX,4,true
A00SK,Common bean sprouts,,C,r,A00TB,3,true
A00TY,Dried mushrooms,,C,d,A00ZQ,3,true
A00TZ,Canned mushrooms,,E,d,A0ETQ,2,true
A00VK,Brown algae,,C,r,A00VA,1,true
A00YZ,Hops,,C,r,A0F0H,1,true
A00ZA,Processed or preserved vegetables and similar,,H,d,A0BXV,2,true
A00ZQ,Dried vegetables,,M,d,A00ZA,6,true
A016T,Dried herbs,,M,d,A0EZJ,1,true
A017B,"Celery leaves, dry",,C,d,A016T,6,true
A017C,"Fennel, dry",,C,d,A016T,7,true
A017D,"Hyssop, dry",,C,d,A016T,8,true
A017H,"Mints, dry",,C,d,A016T,12,true
A017X,Seed spices,,M,r,A0ETB,5,true
A019Q,Nasturtium pods,,E,r,A0CHA,2,true
A01DT,Berries and small fruits,,P,r,A04RK,4,true
A045K,Salad dressing,,C,s,A04QN,2,true
A046H,Chocolate sauce,,C,s,A046F,2,true
A04KT,Cereal and cereal-like flours not separately listed,,P,d,A04KS,13,true
A04LZ,Aromatic flowers,,M,r,A0ESY,2,true
A04SV,"Turtle, green (as animal)",,E,n,A04ST,1,true
A04YF,Polyodontidae (as animal),,P,n,A0GMK,2,true
A04ZE,Scorpionfishes (generic) (as animal),,P,n,A0VSC,1,true
A050A,Dories (generic) (as animal),,P,n,A0P4Y,1,true
A050Y,"Grenadiers, rattails (generic) (as animal)",,P,n,A050J,6,true
A01MM,Jam of fruit / vegetables,,C,s,A04MN,1,true
A01NA,"Jam, apricots",,E,s,A01MM,12,true
A01QP,Fruit preparations for fillings and/or flavouring,,C,s,A04MN,4,true
A026K,Meat based spreadable-textured specialities,,C,s,A026J,1,true
A02FL,"Crabs, sea-spiders",,P,r,A02FD,2,true
A02GM,Molluscs,,M,r,A01QS,4,true
A02GP,Sea urchins and other echinoderms,,C,r,A01QS,6,true
A02KF,Smoked salmon,,C,d,A0EYS,1,true
A02ME,Bactrian camel milk,,C,r,A04HN,1,true
A02NF,"Yoghurt, cow milk",,C,d,A02NE,1,true
A02QQ,"Cheese, chevre frais",,E,d,A02QF,11,true
A02QV,"Cheese, mizithra",,E,d,A02QF,15,true
A02QX,"Cheese, triple creme",,E,d,A02QF,16,true
A02QZ,Cream cheese,,E,d,A02QF,17,true
A031M,Turkey eggs,,C,r,A031L,1,true
A032A,Hardened egg products,,M,d,A031E,4,true
A033A,Sorbitol,,E,d,A032Z,8,true
A033C,Xylitol,,E,d,A032Z,7,true
A033K,"Honey, monofloral",,E,r,A033J,1,true
A033N,Honeydew honey,,E,r,A033J,4,true
A033P,Comb honey,,E,r,A033J,5,true
A035E,Nuts-seeds based halva,,C,s,A0EQR,3,true
A035G,Sugar cotton,,C,s,A0EQR,4,true
A035Q,Liquorice mass,,E,s,A035N,2,true
A039C,Butter,,C,d,A039B,1,true
A039R,"Juice, red currant",,C,d,A0BY4,23,true
A03AA,"Juice, passion fruit",,C,d,A0BY4,17,true
A03AE,"Juice, prune",,C,d,A0BY4,22,true
A03AJ,"Juice, lime",,C,d,A0BY4,13,true
A03AM,"Juice, orange",,C,d,A0BY4,16,true
A03BC,"Nectar, apricot",,C,s,A03BB,1,true
A03BF,"Nectar, mango",,C,s,A03BB,4,true
A03BQ,"Juice concentrate, blackberry",,C,d,A03BN,2,true
A03BT,"Juice concentrate, red currant",,C,d,A03BN,5,true
A03CD,"Juice concentrate, raspberry",,C,d,A03BN,13,true
A03CG,Dehydrated/powdered fruit juice,,C,d,A0ETX,1,true
A03DG,Aloe vera juice,,C,d,A0BY8,1,true
A03GA,Energy drinks,,C,s,A03FZ,1,true
A03GD,Drink mixes,,M,s,A0F0J,5,true
A03GE,Liquid drink bases (including concentrates and home-made preparations),,C,s,A03GD,1,true
A03LH,Camomile infusion,,C,s,A03LG,1,true
A03LK,Fruit infusion,,C,s,A03LG,3,true
A03LT,Rooibos infusion,,C,s,A03LG,11,true
A03MB,Beer,,M,s,A03MA,1,true
A03PD,Unsweetened spirits,,M,g,A03LZ,4,true
A03TC,Mixed supplements/formulations,,C,s,A03SJ,1,true
A03TF,Textured soy protein,,E,d,A03TE,1,true
A041K,Soups and salads,,H,c,A03VA,2,true
A003B,Oat bran,,C,d,A002C,1,true
A003Q,Rye bran,,C,d,A002C,2,true
A004E,Wheat groats,,C,d,A0BY1,6,true
A007E,"Pasta, plain (not stuffed), uncooked",,M,s,A007D,1,true
A008L,Yeast leavened sweet doughs,,C,s,A008G,2,true
A008Y,Short pastry dough (pate brisee),,E,s,A008X,1,true
A009A,French pie pastry dough,,E,s,A008X,3,true
A00AG,Choux pastry,,C,c,A009T,2,true
A00CJ,Various pastry,,M,c,A009T,7,true
A00DC,"Popcorn (maize, popped)",,C,d,A04LL,2,true
A00EA,Spelt rolled grains,,C,d,A04LJ,7,true
A00EB,Wheat rolled grains,,C,d,A04LJ,8,true
A00EK,Muesli plain,,E,s,A00EJ,1,true
A07VC,Pig feed,,F,f,A07TX,5,true
A07TZ,Fish and crustaceans feed,,F,f,A07TX,2,true
A0EKV,Leaves used as leafy vegetables (as part-nature),,C,f,A0EKT,1,true
A0ENT,Energy drink (as part-nature),,E,f,A06HK,1,true
A0E3Y,Mountain tea (as plant),,E,n,A0E4B,3,true
A0F5T,Za baobab (as plant),,E,n,A0F5L,8,true
A0F5V,Montane African baobab (as plant),,E,n,A0F5L,3,true
A0F6A,Dog meat,,C,r,A0EYF,18,true
A15CC,Phalaris aquatica L. (as plant),,E,n,A13CE,18,true
A15DN,Pinus pinaster Aiton (as plant),,E,n,A13BZ,8,true
A15DV,Piper kadsura (Choisy) Ohwi (as plant),,E,n,A13CA,5,true
A15EE,Pityrogramma chrysophylla (Sw.) Link (as plant),,E,n,A13CN,1,true
A15EN,Plumbago europaea L. (as plant),,E,n,A13CD,1,true
A15EQ,Plumeria rubra L. (as plant),,E,n,A135Q,37,true
A15ET,Polygala paniculata L. (as plant),,E,n,A13CG,1,true
A15EX,Polygala tenuifolia Willd. (as plant),,E,n,A13CG,3,true
A15FR,Prunus japonica Thunb. (as plant),,E,n,A13CT,13,true
A15FZ,Psathura borbonica J.F.Gmel (as plant),,E,n,A13CV,28,true
A15GL,Pteris vittata L. (as plant),,E,n,A13CN,2,true
A15GN,Pterocarpus officinalis Jacq. (as plant),,E,n,A138V,111,true
A15HE,Quercus robur L. (as plant),,E,n,A138X,6,true
A15JJ,Rhododendron obtusum Hort. ex Wats. (as plant),,E,n,A138Q,18,true
A15JP,Rhynchosia volubilis Lour (as plant),,E,n,A138V,116,true
A15JR,Richeria grandis Vahl (as plant),,E,n,A13BV,6,true
A15JT,Roemeria refracta DC. (as plant),,E,n,A13BQ,21,true
A15KM,Rubus rosa L.H. Bailey (as plant),,E,n,A13CT,21,true
A15KS,Rumex longifolius DC. (as plant),,E,n,A13CH,21,true
A15KX,Ruscus hypoglossum L. (as plant),,E,n,A135Y,20,true
A15LF,Salsola tragus L. (as plant),,E,n,A135J,24,true
A15LJ,Salvia miltiorrhiza Bunge (as plant),,E,n,A05PL,4,true
A15LX,Saponaria officinalis L. (as plant),,E,n,A137D,8,true
A15MF,Sarracenia purpurea L. (as plant),,E,n,A13DD,1,true
A15MY,Scurrula parasitica L. (as plant),,E,n,A13AB,1,true
A15NK,Sedum album L. (as plant),,E,n,A137T,5,true
A15NM,Selaginella doederleinii Hieron. (as plant),,E,n,A13DJ,1,true
A15NT,Senecio ovatus Willd. (as plant),,E,n,A136A,136,true
A15QK,Sium latifolium L. (as plant),,E,n,A135P,58,true
A15QY,Smilax utilis C.H.Wright (as plant),,E,n,A13DM,10,true
A15QZ,Smodingium argutum E. Mey. ex Sond. (as plant),,E,n,A135L,9,true
A15RF,Solanum dulcamara L. (as plant),,E,n,A13DN,38,true
A15RM,Solanum robustum H.L. Wendl. (as plant),,E,n,A13DN,44,true
A15RY,Sophora denudata Bory (as plant),,E,n,A138V,128,true
A15SX,Stachys palustris L. (as plant),,E,n,A139Q,69,true
A15TC,Stellaria aquatica (L.) Scop. (as plant),,E,n,A137D,11,true
A15TE,Stemona japonica (Blume) Miq. (as plant),,E,n,A13DP,1,true
A15TP,Streblus asper (Retz.) Lour. (as plant),,E,n,A13AR,13,true
A15VH,Styrax tonkinensis Craib ex Hartwich (as plant),,E,n,A13DR,4,true
A15VV,Syringa vulgaris L. (as plant),,E,n,A13BF,7,true
A15XA,Tagetes erecta L. (as plant),,E,n,A136A,144,true
A15XG,Tanacetum annuum L. (as plant),,E,n,A136A,148,true
A15XM,Taralea oppositifolia Aubl. (as plant),,E,n,A138V,137,true
A15XQ,Taxus baccata L. (as plant),,E,n,A13DV,1,true
A15XR,Taxus brevifolia Nutt. (as plant),,E,n,A13DV,2,true
A160B,Tripogandra serrulata (Vahl) Handlos (as plant),,E,n,A137L,2,true
A160G,Turbina corymbosa (L.) Raf. (as plant),,E,n,A137N,29,true
A160M,Typha angustifolia L. (as plant),,E,n,A13EA,2,true
A160X,Umbilicus rupestris (Salisb.) Dandy (as plant),,E,n,A137T,9,true
A161H,Vataireopsis araroba (Aguiar) Ducke (as plant),,E,n,A138V,143,true
A161M,Veratrum viride Ait. (as plant),,E,n,A13AK,9,true
A161R,Veronica austriaca L. (as plant),,E,n,A13CC,15,true
A162E,Viola canina L. (as plant),,E,n,A13EE,3,true
A0EQL,Follow-on formulae,,M,s,A03PY,2,true
A15GQ,Pueraria candollei Benth. var. mirifica (Airy Shaw & Suvat.) Niyomdham (as plant),,E,n,A138V,112,true
A15QF,Siraitia grosvenorii (Swingle) C.Jeffrey ex A.M.Lu & Zhi Y.Zhang (as plant),,E,n,A137V,9,true
A0E0X,Spirulina (maxima) (as organism),,E,n,A0B6T,3,true
A0FCC,"Pollock, dried",,E,d,A02JR,4,true
A0FCR,King crabs,,C,r,A0FAA,2,true
A0FDK,Petromyzon (generic) (as animal),,C,n,A0865,1,true
A0FEG,Lethenteron (generic) (as animal),,C,n,A0865,6,true
A0FFH,Geotria (generic) (as animal),,C,n,A0FFG,1,true
A0FGB,Heterodontus (generic) (as animal),,C,n,A0FGA,1,true
A0FHP,Lamna (generic) (as animal),,C,n,A0FHN,2,true
A0FLX,Holohalaelurus (generic) (as animal),,C,n,A097L,7,true
A0FQG,Carcharhinus sharks (generic) (as animal),,C,n,A052H,5,true
A0FRB,Negaprion (generic) (as animal),,C,n,A052H,9,true
A0FRM,Hammerhead sharks (generic) (as animal),,C,n,A097A,2,true
A0FSP,Gogolia (generic) (as animal),,C,n,A0993,5,true
A0FVR,Dogfishes (generic) (as animal),,C,n,A098C,6,true
A0FZF,Sawsharks - Pristiophorus (generic) (as animal),,C,n,A0FZE,1,true
A0G0P,Platyrhinoidis (generic) (as animal),,C,n,A09HK,3,true
A0G2B,Zanobatus (generic) (as animal),,C,n,A09HK,6,true
A0GBT,Potamotrygon (as animal),,C,n,A0GBS,1,true
A0GGH,Anacanthobatis (generic) (as animal),,C,n,A0GGG,1,true
A0GHY,Heteronarce (generic) (as animal),,C,n,A0GHL,5,true
A0GJB,Narcine (generic) (as animal),,C,n,A0GHL,6,true
A0GLV,Latimeria (generic) (as animal),,C,n,A0GLT,1,true
A0GMV,Huso (generic) (as animal),,C,n,A04XV,4,true
A0GND,Psephurus (generic) (as animal),,C,n,A04YF,2,true
A0GNH,Amia (generic) (as animal),,C,n,A0GNG,1,true
A0GTB,Gilchristella (generic) (as animal),,C,n,A0GPE,36,true
A0GVA,Dayella (generic) (as animal),,C,n,A0GPE,47,true
A0GVE,Laeviscutella (generic) (as animal),,C,n,A0GPE,49,true
A0GVL,Potamothrissa (generic) (as animal),,C,n,A0GPE,52,true
A0GVZ,Congothrissa (generic) (as animal),,C,n,A0GPE,57,true
A0GXL,Papuengraulis (generic) (as animal),,C,n,A051S,5,true
A0GYL,Anchovia (generic) (as animal),,C,n,A051S,8,true
A0H1D,Odontognathus (generic) (as animal),,C,n,A0H0K,6,true
A0H1M,Chanos (generic) (as animal),,C,n,A0H1L,1,true
A0H1X,Parakneria (generic) (as animal),,C,n,A0H1N,4,true
A0H3K,Smelts (generic) (as animal),,E,n,A04XQ,1,true
A0H3S,Thaleichthys (generic) (as animal),,C,n,A04XQ,6,true
A0H3X,Argentines (as animal),,C,n,A09SB,1,true
A0H4K,Blacksmelts (as animal),,C,n,A0H4E,3,true
A0H7B,Winteria (generic) (as animal),,C,n,A0H6M,6,true
A0H9K,Aulastomatomorpha (generic) (as animal),,C,n,A0H7D,21,true
A0HAG,Persparsia (generic) (as animal),,C,n,A0H9M,7,true
A0HDX,Argyropelecus (generic) (as animal),,C,n,A09Z0,3,true
A0HEP,Maurolicus (generic) (as animal),,C,n,A09Z0,7,true
A0HHE,Grammatostomias (generic) (as animal),,C,n,A0HER,11,true
A0HHG,Heterophotus (generic) (as animal),,C,n,A0HER,12,true
A0HJG,Pachystomias (generic) (as animal),,C,n,A0HER,20,true
A0HLM,Papyrocranus (generic) (as animal),,C,n,A0HLG,3,true
A0HMA,Boulengeromyrus (generic) (as animal),,C,n,A0HLZ,1,true
A0HMS,Isichthys (generic) (as animal),,C,n,A0HLZ,9,true
A0HNB,Bottlenose fishes (generic) (as animal),,C,n,A0HLZ,12,true
A0HNF,Petrocephalus (generic) (as animal),,C,n,A0HLZ,14,true
A0HNK,Stomatorhinus (generic) (as animal),,C,n,A0HLZ,16,true
A0HPQ,Pearleyes (generic) (as animal),,C,n,A0HPP,1,true
A0HQP,Lancetfishes (generic) (as animal),,C,n,A0HQN,1,true
A0HRF,Lestidium (generic) (as animal),,C,n,A0HQY,3,true
A0HVP,Neoscopelus (generic) (as animal),,C,n,A0HVN,1,true
A0HXK,Gonichthys (generic) (as animal),,C,n,A09S4,5,true
A0HXQ,Hygophum (generic) (as animal),,C,n,A09S4,7,true
A0HZB,Diaphus (generic) (as animal),,C,n,A09S4,13,true
A0J0E,Lobianchia (generic) (as animal),,C,n,A09S4,16,true
A0J1X,Scopelopsis (generic) (as animal),,C,n,A09S4,27,true
A0J1Z,Symbolophorus (generic) (as animal),,C,n,A09S4,28,true
A0J6C,Pygopristis (generic) (as animal),,C,n,A0J3D,22,true
A0J7T,Gnathocharax (generic) (as animal),,C,n,A0J3D,40,true
A0J7Z,Hasemania (generic) (as animal),,C,n,A0J3D,42,true
A0J8D,Holoshesthes (generic) (as animal),,C,n,A0J3D,44,true
A0J9H,Odontocharacidium (generic) (as animal),,C,n,A0J3D,57,true
A0JAC,Poecilocharax (generic) (as animal),,C,n,A0J3D,65,true
A0JAV,Saccoderma (generic) (as animal),,C,n,A0J3D,73,true
A0JBC,Thayeria (generic) (as animal),,C,n,A0J3D,76,true
A0JDB,Rhytiodus (generic) (as animal),,C,n,A0JBY,10,true
A0JEP,Hoplias (generic) (as animal),,C,n,A0JEL,2,true
A0JGA,Potamorhina (generic) (as animal),,C,n,A0JFN,4,true
A0JGE,Psectrogaster (generic) (as animal),,C,n,A0JFN,6,true
A0JGG,Pseudocurimata (generic) (as animal),,C,n,A0JFN,7,true
A0JGY,Alestopetersius (generic) (as animal),,C,n,A0JGR,2,true
A0JJQ,Tricuspidalestes (generic) (as animal),,C,n,A0JGR,19,true
A0JJX,Hydrolycus (generic) (as animal),,C,n,A0JJS,2,true
A0JKY,Nannocharax (generic) (as animal),,C,n,A0JKG,7,true
A0JMJ,Gymnotus (generic) (as animal),,C,n,A08LB,9,true
A0JMX,Magosternarchus (generic) (as animal),,C,n,A0JMP,3,true
A0JPC,Microsternarchus (generic) (as animal),,C,n,A0JNT,4,true
A0JPE,Racenisia (generic) (as animal),,C,n,A0JNT,5,true
A0JPP,Eigenmannia (generic) (as animal),,C,n,A0JPJ,3,true
A0JRF,Erimyzon (generic) (as animal),,C,n,A0JQA,12,true
A15DT,Piper hispidum Sw. (as plant),,E,n,A13CA,4,true
A15MG,Satureja cuneifolia Ten. (as plant),,E,n,A139Q,59,true
A0CVE,Frog meat (Rana genus),,E,r,A02KR,1,true
A0CXK,Yacon roots,,E,r,A0CXM,3,true
A0CXT,Dwarf nasturtium pods,,E,r,A019Q,2,true
A0DBN,Radish seeds,,E,r,A04KG,2,true
A0DJH,Ramson,,E,r,A00XC,3,true
A0MCG,Poeciloconger (generic) (as animal),,C,n,A0MAS,18,true
A0MJH,Achirophichthys (generic) (as animal),,C,n,A0MDK,43,true
A0MJT,Dysomma (generic) (as animal),,C,n,A0MJS,1,true
A0MJY,Histiobranchus (generic) (as animal),,C,n,A0MJS,2,true
A0MLY,Halosauropsis (generic) (as animal),,C,n,A0MLR,2,true
A0MPA,Halfbeaks (generic) (as animal),,C,n,A08VM,4,true
A0MPF,Euleptorhamphus (generic) (as animal),,C,n,A08VM,6,true
A0MPL,Nomorhamphus (generic) (as animal),,C,n,A08VM,8,true
A0MPT,Zenarchopterus (generic) (as animal),,C,n,A08VM,12,true
A0MRM,Moray cods (generic) (as animal),,C,n,A0MRL,1,true
A0MTB,Rhynchogadus (generic) (as animal),,C,n,A08YH,13,true
A0MTD,Svetovidovia (generic) (as animal),,C,n,A08YH,14,true
A0MXQ,Macrouroides (generic) (as animal),,C,n,A050Y,2,true
A0N2D,Haplomacrourus (generic) (as animal),,C,n,A050Y,19,true
A0N4E,Aulorhynchus (generic) (as animal),,C,n,A0N4B,2,true
A0N5S,Centriscops (generic) (as animal),,C,n,A0N5L,3,true
A0N7R,Acentronura (generic) (as animal),,C,n,A09MV,12,true
A0N8K,Cosmocampus (generic) (as animal),,C,n,A09MV,19,true
A0N9D,Halicampus (generic) (as animal),,C,n,A09MV,25,true
A0N9H,Heraldia (generic) (as animal),,C,n,A09MV,27,true
A0N9N,Histiogamphelus (generic) (as animal),,C,n,A09MV,29,true
A0NBK,Stipecampus (generic) (as animal),,C,n,A09MV,49,true
A0NCL,Desmodema (generic) (as animal),,C,n,A0NCK,1,true
A0NFM,Allodontichthys (generic) (as animal),,C,n,A0NFL,1,true
A0NFV,Ataeniobius (generic) (as animal),,C,n,A0NFL,4,true
A0NGA,Empetrichthys (generic) (as animal),,C,n,A0NFL,6,true
A0NGG,Skiffia (generic) (as animal),,C,n,A0NFL,9,true
A0NHV,Gambusia (generic) (as animal),,C,n,A0NHR,2,true
A0NHY,Aplocheilichthys (generic) (as animal),,C,n,A0NHR,3,true
A0NKD,Neoheterandria (generic) (as animal),,C,n,A0NHR,16,true
A0NKR,Priapichthys (generic) (as animal),,C,n,A0NHR,22,true
A0NMR,Epiplatys (generic) (as animal),,C,n,A0NLZ,8,true
A0NNF,Pronothobranchius (generic) (as animal),,C,n,A0NLZ,14,true
A0NNM,Spectrolebias (generic) (as animal),,C,n,A0NLZ,17,true
A0NPE,Valencia (generic) (as animal),,C,n,A0NPD,1,true
A0NPR,Brotulotaenia (generic) (as animal),,C,n,A0NPJ,5,true
A0NQR,Benthocometes (generic) (as animal),,C,n,A0NPJ,15,true
A0NQX,Chilara (generic) (as animal),,C,n,A0NPJ,17,true
A0NRC,Epetriodus (generic) (as animal),,C,n,A0NPJ,20,true
A0NRE,Glyptophidium (generic) (as animal),,C,n,A0NPJ,21,true
A0NRL,Hypopleuron (generic) (as animal),,C,n,A0NPJ,24,true
A0NRR,Luciobrotula (generic) (as animal),,C,n,A0NPJ,26,true
A0NTL,Onuxodon (generic) (as animal),,C,n,A09ZC,5,true
A0NVS,Dermatopsoides (generic) (as animal),,C,n,A0NTV,10,true
A0NXH,Grammonus (generic) (as animal),,C,n,A0NTV,16,true
A0NZE,Speoplatyrhinus (generic) (as animal),,C,n,A0NYX,4,true
A0P0A,Danacetichthys (generic) (as animal),,C,n,A0NZR,4,true
A0P0R,Polymixia (generic) (as animal),,C,n,A0P0Q,1,true
A0P1A,Diretmichthys (generic) (as animal),,C,n,A0P0Z,1,true
A0P1N,Optivus (generic) (as animal),,C,n,A09RF,4,true
A0P2P,Holocentrus (generic) (as animal),,C,n,A0P2N,1,true
A0P2Q,Soldierfishes (generic) (as animal),,C,n,A0P2N,2,true
A0P5E,Cyttomimus (generic) (as animal),,C,n,A050A,4,true
A0P5G,Cyttopsis (generic) (as animal),,C,n,A050A,5,true
A0P6B,Neocyttus (generic) (as animal),,C,n,A0P6A,1,true
A0P7H,Atherinella (generic) (as animal),,C,n,A0P7G,1,true
A0P9M,Atherinopsis (generic) (as animal),,C,n,A0P7G,23,true
